Date,Cash,Holdings,Total Assets,PnL
2005-03-15,900626.3486984372,99535.65076738596,1000161.9994658232,161.99946582317352
2005-03-16,900626.3486984372,98929.43550854921,999555.7842069864,-444.2157930135727
2005-03-17,900626.3486984372,98841.46442651749,999467.8131249547,-532.1868750452995
2005-03-18,900626.3486984372,98567.65504106879,999194.003739506,-805.9962604939938
2005-03-21,900626.3486984372,97974.50278744102,998600.8514858782,-1399.1485141217709
2005-03-22,900626.3486984372,97056.15195989609,997682.5006583333,-2317.4993416666985
2005-03-23,900626.3486984372,96850.3586524725,997476.7073509097,-2523.29264909029
2005-03-24,900626.3486984372,96918.96881014109,997545.3175085783,-2454.6824914216995
2005-03-28,900626.3486984372,97078.32146957517,997704.6701680124,-2295.3298319876194
2005-03-29,900626.3486984372,96282.84847259521,996909.1971710324,-3090.8028289675713
2005-03-30,900626.3486984372,97209.22216415405,997835.5708625913,-2164.4291374087334
2005-03-31,900626.3486984372,96936.18728622794,997562.5359846652,-2437.4640153348446
2005-04-01,900626.3486984372,96047.96185955405,996674.3105579913,-3325.6894420087337
2005-04-04,900626.3486984372,96566.6667714715,997193.0154699087,-2806.9845300912857
2005-04-05,900626.3486984372,96746.93650856614,997373.2852070034,-2626.714792996645
2005-04-06,900626.3486984372,96845.00755369663,997471.3562521338,-2528.6437478661537
2005-04-07,900626.3486984372,97368.21558579803,997994.5642842352,-2005.435715764761
2005-04-08,900626.3486984372,96564.38477054238,997190.7334689796,-2809.266531020403
2005-04-11,900626.3486984372,96480.82197606564,997107.1706745028,-2892.8293254971504
2005-04-12,900626.3486984372,97283.42429175973,997909.772990197,-2090.2270098030567
2005-04-13,900626.3486984372,95903.22453781962,996529.5732362568,-3470.426763743162
2005-04-14,900596.9986990094,94623.50984677672,995220.5085457861,-4779.491454213858
2005-04-15,900596.9986990094,93081.49178683758,993678.490485847,-6321.509514153004
2005-04-18,900596.9986990094,93300.13687938452,993897.1355783939,-6102.864421606064
2005-04-19,900596.9986990094,93938.76629129052,994535.7649902999,-5464.23500970006
2005-04-20,900596.9986990094,92824.86998274922,993421.8686817586,-6578.131318241358
2005-04-21,900596.9986990094,94385.94531461596,994982.9440136254,-5017.055986374617
2005-04-22,900596.9986990094,93491.72251358628,994088.7212125957,-5911.278787404299
2005-04-25,900596.9986990094,94749.58250060678,995346.5811996162,-4653.418800383806
2005-04-26,900596.9986990094,93944.80462029576,994541.8033193052,-5458.1966806948185
2005-04-27,900596.9986990094,94286.83178082108,994883.8304798305,-5116.1695201694965
2005-04-28,900596.9986990094,93169.10795465112,993766.1066536605,-6233.893346339464
2005-04-29,900596.9986990094,93998.25016692281,994595.2488659322,-5404.751134067774
2005-05-02,900596.9986990094,94559.44973573089,995156.4484347403,-4843.551565259695
2005-05-03,900596.9986990094,94598.88372033834,995195.8824193478,-4804.117580652237
2005-05-04,900596.9986990094,95897.62721285224,996494.6259118617,-3505.374088138342
2005-05-05,900596.9986990094,95777.65507772565,996374.6537767351,-3625.3462232649326
2005-05-06,900596.9986990094,95961.20498999953,996558.203689009,-3441.796310991049
2005-05-09,900596.9986990094,96485.64120605588,997082.6399050653,-2917.360094934702
2005-05-10,900596.9986990094,95608.05819109082,996205.0568901002,-3794.9431098997593
2005-05-11,900596.9986990094,95970.83408996463,996567.832788974,-3432.1672110259533
2005-05-12,900596.9986990094,94874.95938763022,995471.9580866396,-4528.041913360357
2005-05-13,900596.9986990094,94232.91082888842,994829.9095278978,-5170.090472102165
2005-05-16,900596.9986990094,95329.08513844013,995926.0838374496,-4073.9161625504494
2005-05-17,900596.9986990094,96048.77287626266,996645.7715752721,-3354.2284247279167
2005-05-18,900596.9986990094,97179.04740512371,997776.0461041331,-2223.953895866871
2005-05-19,900596.9986990094,97689.37513947487,998286.3738384843,-1713.6261615157127
2005-05-20,900596.9986990094,97525.81849530339,998122.8171943128,-1877.182805687189
2005-05-23,900596.9986990094,97871.76986634731,998468.7685653567,-1531.2314346432686
2005-05-24,900596.9986990094,97826.1708714068,998423.1695704162,-1576.830429583788
2005-05-25,900596.9986990094,97184.75779563189,997781.7564946413,-2218.243505358696
2005-05-26,900596.9986990094,98068.54404076934,998665.5427397788,-1334.457260221243
2005-05-27,900596.9986990094,98406.86788409948,999003.8665831089,-996.133416891098
2005-05-31,900596.9986990094,98243.64827737212,998840.6469763815,-1159.3530236184597
2005-06-01,900596.9986990094,99170.31382963061,999767.31252864,-232.68747135996819
2005-06-02,900596.9986990094,99400.68638935685,999997.6850883663,-2.3149116337299347
2005-06-03,900596.9986990094,98992.99780264497,999589.9965016544,-410.0034983456135
2005-06-06,900596.9986990094,99123.20101097226,999720.1997099817,-279.8002900183201
2005-06-07,900596.9986990094,99351.62918165326,999948.6278806627,-51.37211933732033
2005-06-08,900596.9986990094,99114.42642956972,999711.4251285791,-288.5748714208603
2005-06-09,900596.9986990094,99569.41409304738,1000166.4127920568,166.41279205679893
2005-06-10,900596.9986990094,99335.45206978917,999932.4507687986,-67.5492312014103
2005-06-13,900596.9986990094,99691.918566823,1000288.9172658324,288.91726583242416
2005-06-14,900596.9986990094,100074.15423244238,1000671.1529314518,671.1529314517975
2005-06-15,900596.9986990094,100259.40891519189,1000856.4076142013,856.4076142013073
2005-06-16,900596.9986990094,100933.6261986196,1001530.624897629,1530.6248976290226
2005-06-17,900596.9986990094,101326.69797867537,1001923.6966776848,1923.696677684784
2005-06-20,900596.9986990094,101185.89032009244,1001782.8890191019,1782.8890191018581
2005-06-21,900596.9986990094,101019.84984442592,1001616.8485434353,1616.8485434353352
2005-06-22,900596.9986990094,101093.52678000927,1001690.5254790187,1690.5254790186882
2005-06-23,900596.9986990094,99887.55334123969,1000484.5520402491,484.55204024910927
2005-06-24,900596.9986990094,99038.91355141997,999635.9122504294,-364.08774957060814
2005-06-27,900596.9986990094,99071.94283425808,999668.9415332675,-331.058466732502
2005-06-28,900462.5159433484,100389.45023477077,1000851.9661781192,851.9661781191826
2005-06-29,900462.5159433484,100945.49716830254,1001408.013111651,1408.0131116509438
2005-06-30,900462.5159433484,100548.9469820261,1001011.4629253745,1011.4629253745079
2005-07-01,900462.5159433484,100839.22249227762,1001301.738435626,1301.73843562603
2005-07-05,900462.5159433484,101685.5395847559,1002148.0555281043,2148.0555281043053
2005-07-06,900462.5159433484,101109.22582298517,1001571.7417663336,1571.74176633358
2005-07-07,900462.5159433484,101460.36178305745,1001922.8777264059,1922.877726405859
2005-07-08,900391.5713956952,102692.9638813436,1003084.5352770388,3084.5352770388126
2005-07-11,900391.5713956952,103525.30103519559,1003916.8724308908,3916.8724308907986
2005-07-12,900391.5713956952,103733.63819539547,1004125.2095910907,4125.209591090679
2005-07-13,900391.5713956952,103705.62138780951,1004097.1927835047,4097.1927835047245
2005-07-14,900391.5713956952,103497.32030183077,1003888.891697526,3888.891697525978
2005-07-15,900391.5713956952,103772.60851159692,1004164.1799072921,4164.179907292128
2005-07-18,900391.5713956952,103292.00059369206,1003683.5719893873,3683.571989387274
2005-07-19,900391.5713956952,104344.60072875023,1004736.1721244454,4736.172124445438
2005-07-20,900391.5713956952,105621.88904613256,1006013.4604418278,6013.460441827774
2005-07-21,900077.1727254987,105024.20891970396,1005101.3816452026,5101.381645202637
2005-07-22,900077.1727254987,105623.61321434379,1005700.7859398425,5700.7859398424625
2005-07-25,900077.1727254987,105176.13739699125,1005253.3101224899,5253.310122489929
2005-07-26,900077.1727254987,105563.34702730179,1005640.5197528005,5640.519752800465
2005-07-27,900077.1727254987,105977.21719384193,1006054.3899193406,6054.3899193406105
2005-07-28,900077.1727254987,107104.78848978877,1007181.9612152874,7181.961215287447
2005-07-29,900077.1727254987,106519.95289564133,1006597.12562114,6597.125621140003
2005-08-01,900077.1727254987,106412.53017812967,1006489.7029036283,6489.702903628349
2005-08-02,900077.1727254987,106987.98309996724,1007065.1558254659,7065.155825465918
2005-08-03,900077.1727254987,106751.13176241517,1006828.3044879138,6828.304487913847
2005-08-04,900077.1727254987,105910.97118616104,1005988.1439116597,5988.143911659718
2005-08-05,900077.1727254987,104605.73744863272,1004682.9101741314,4682.910174131393
2005-08-08,900077.1727254987,103947.24729329348,1004024.4200187922,4024.4200187921524
2005-08-09,900077.1727254987,104665.22750630975,1004742.4002318084,4742.400231808424
2005-08-10,900077.1727254987,104771.04057699442,1004848.2133024931,4848.213302493095
2005-08-11,900054.7381904721,105508.76040965319,1005563.4986001253,5563.498600125313
2005-08-12,900054.7381904721,105146.8017694354,1005201.5399599075,5201.539959907532
2005-08-15,900054.7381904721,105631.14713683724,1005685.8853273094,5685.88532730937
2005-08-16,900054.7381904721,104497.60716855526,1004552.3453590274,4552.345359027386
2005-08-17,900054.7381904721,104452.47830450535,1004507.2164949775,4507.216494977474
2005-08-18,900054.7381904721,104324.66827630997,1004379.4064667821,4379.406466782093
2005-08-19,900054.7381904721,104388.53540435433,1004443.2735948265,4443.27359482646
2005-08-22,900054.7381904721,104458.33493292332,1004513.0731233954,4513.073123395443
2005-08-23,900054.7381904721,103959.01011556387,1004013.748306036,4013.7483060359955
2005-08-24,900054.7381904721,103549.01330068707,1003603.7514911592,3603.7514911592007
2005-08-25,900054.7381904721,103777.53546878695,1003832.2736592591,3832.273659259081
2005-08-26,900054.7381904721,103007.26762324572,1003062.0058137178,3062.005813717842
2005-08-29,900054.7381904721,103611.84188500047,1003666.5800754726,3666.5800754725933
2005-08-30,900054.7381904721,103261.84943437576,1003316.5876248479,3316.587624847889
2005-08-31,900054.7381904721,104881.60570248961,1004936.3438929617,4936.3438929617405
2005-09-01,900054.7381904721,105000.10005399585,1005054.838244468,5054.838244467974
2005-09-02,900054.7381904721,104772.47068405151,1004827.2088745236,4827.20887452364
2005-09-06,900054.7381904721,105950.47593057156,1006005.2141210437,6005.214121043682
2005-09-07,900054.7381904721,106503.71338382363,1006558.4515742958,6558.451574295759
2005-09-08,900054.7381904721,105765.59724614024,1005820.3354366124,5820.335436612368
2005-09-09,900054.7381904721,106626.23654842377,1006680.9747388959,6680.974738895893
2005-09-12,900054.7381904721,106810.59629544616,1006865.3344859183,6865.3344859182835
2005-09-13,900054.7381904721,106258.86774092913,1006313.6059314013,6313.605931401253
2005-09-14,900054.7381904721,105606.77120432258,1005661.5093947947,5661.5093947947025
2005-09-15,899806.0975769162,106014.2864009738,1005820.38397789,5820.383977890015
2005-09-16,899806.0975769162,106586.8856048584,1006392.9831817746,6392.983181774616
2005-09-19,899806.0975769162,105649.48188632727,1005455.5794632435,5455.5794632434845
2005-09-20,899806.0975769162,104534.36185717583,1004340.459434092,4340.459434092045
2005-09-21,899806.0975769162,103540.78287303448,1003346.8804499507,3346.880449950695
2005-09-22,899806.0975769162,104084.53177064657,1003890.6293475628,3890.62934756279
2005-09-23,899806.0975769162,104417.3480629921,1004223.4456399083,4223.445639908314
2005-09-26,899806.0975769162,104854.0783110261,1004660.1758879423,4660.175887942314
2005-09-27,899806.0975769162,104938.78274649382,1004744.88032341,4744.880323410034
2005-09-28,899806.0975769162,104947.16281563044,1004753.2603925467,4753.260392546654
2005-09-29,899806.0975769162,106151.45618289709,1005957.5537598133,5957.553759813309
2005-09-30,899806.0975769162,106613.29153418541,1006419.3891111016,6419.389111101627
2005-10-03,899806.0975769162,106762.19220459461,1006568.2897815108,6568.28978151083
2005-10-04,899806.0975769162,105661.16443395615,1005467.2620108724,5467.262010872364
2005-10-05,899806.0975769162,103798.84904325008,1003604.9466201663,3604.9466201663017
2005-10-06,899806.0975769162,103379.2609807849,1003185.3585577011,3185.358557701111
2005-10-07,899806.0975769162,103805.39607167244,1003611.4936485887,3611.4936485886574
2005-10-10,899806.0975769162,102735.5155493319,1002541.6131262481,2541.6131262481213
2005-10-11,899806.0975769162,102256.5807172656,1002062.6782941818,2062.6782941818237
2005-10-12,899806.0975769162,101093.07686626911,1000899.1744431853,899.1744431853294
2005-10-13,899806.0975769162,101245.25205001235,1001051.3496269286,1051.349626928568
2005-10-14,899806.0975769162,102426.01396545768,1002232.1115423739,2232.1115423738956
2005-10-17,899806.0975769162,102443.13723236322,1002249.2348092794,2249.234809279442
2005-10-18,899806.0975769162,100895.1386743784,1000701.2362512946,701.2362512946129
2005-10-19,899806.0975769162,102398.27217519283,1002204.369752109,2204.3697521090508
2005-10-20,899806.0975769162,100972.9792676866,1000779.0768446028,779.0768446028233
2005-10-21,899806.0975769162,101530.58537766337,1001336.6829545796,1336.6829545795918
2005-10-24,899806.0975769162,103663.99301767349,1003470.0905945897,3470.0905945897102
2005-10-25,899806.0975769162,102929.88872349262,1002735.9863004088,2735.98630040884
2005-10-26,899806.0975769162,102462.85606130958,1002268.9536382258,2268.953638225794
2005-10-27,899806.0975769162,101228.92803609371,1001035.0256130099,1035.0256130099297
2005-10-28,899806.0975769162,102872.36732840538,1002678.4649053216,2678.464905321598
2005-10-31,899806.0975769162,103996.70107483864,1003802.7986517549,3802.798651754856
2005-11-01,899806.0975769162,103694.70577985048,1003500.8033567667,3500.8033567667007
2005-11-02,899806.0975769162,105367.55473583937,1005173.6523127556,5173.652312755585
2005-11-03,899806.0975769162,105662.13805019855,1005468.2356271148,5468.235627114773
2005-11-04,899806.0975769162,105910.44180035591,1005716.5393772721,5716.539377272129
2005-11-07,899806.0975769162,106365.0034597516,1006171.1010366678,6171.101036667824
2005-11-08,899806.0975769162,105411.01015716791,1005217.1077340841,5217.107734084129
2005-11-09,899806.0975769162,105681.28622621298,1005487.3838031292,5487.383803129196
2005-11-10,899806.0975769162,107148.27156454325,1006954.3691414595,6954.369141459465
2005-11-11,899806.0975769162,107409.48732435703,1007215.5849012733,7215.584901273251
2005-11-14,899806.0975769162,107411.74322009087,1007217.8407970071,7217.840797007084
2005-11-15,899806.0975769162,106732.83993542194,1006538.9375123382,6538.9375123381615
2005-11-16,899738.6931970716,106859.66799855232,1006598.3611956239,6598.361195623875
2005-11-17,899738.6931970716,108648.45522552729,1008387.1484225988,8387.148422598839
2005-11-18,899738.6931970716,108969.75201100111,1008708.4452080727,8708.445208072662
2005-11-21,899738.6931970716,109718.8870510459,1009457.5802481174,9457.580248117447
2005-11-22,899738.6931970716,110434.90769416094,1010173.6008912325,10173.60089123249
2005-11-23,899738.6931970716,110661.65028899908,1010400.3434860706,10400.343486070633
2005-11-25,899738.6931970716,110870.74206352234,1010609.4352605939,10609.435260593891
2005-11-28,899738.6931970716,109443.40866237879,1009182.1018594503,9182.10185945034
2005-11-29,899738.6931970716,109553.15614312887,1009291.8493402004,9291.849340200424
2005-11-30,899738.6931970716,108882.2768637538,1008620.9700608253,8620.970060825348
2005-12-01,899738.6931970716,110285.92128783464,1010024.6144849062,10024.614484906197
2005-12-02,899738.6931970716,110416.65633261204,1010155.3495296836,10155.34952968359
2005-12-05,899738.6931970716,109636.22366219759,1009374.9168592691,9374.916859269142
2005-12-06,899738.6931970716,109919.94860291481,1009658.6417999864,9658.641799986362
2005-12-07,899738.6931970716,109131.42858058214,1008870.1217776537,8870.121777653694
2005-12-08,899738.6931970716,109311.91332966089,1009050.6065267324,9050.606526732445
2005-12-09,899738.6931970716,109739.09532010555,1009477.7885171771,9477.788517177105
2005-12-12,899738.6931970716,109663.78010571003,1009402.4733027816,9402.473302781582
2005-12-13,899738.6931970716,110082.77147173882,1009821.4646688104,9821.464668810368
2005-12-14,899738.6931970716,110561.2990912795,1010299.9922883511,10299.992288351059
2005-12-15,899738.6931970716,110286.35460287333,1010025.0477999449,10025.047799944878
2005-12-16,899738.6931970716,110170.32271593809,1009909.0159130096,9909.015913009644
2005-12-19,899738.6931970716,109236.85035765171,1008975.5435547233,8975.543554723263
2005-12-20,899738.6931970716,109510.1064196229,1009248.7996166945,9248.79961669445
2005-12-21,899630.1931932569,110251.11268132925,1009881.3058745861,9881.305874586105
2005-12-22,899630.1931932569,110959.48348075151,1010589.6766740084,10589.67667400837
2005-12-23,899630.1931932569,110976.17572546005,1010606.3689187169,10606.368918716908
2005-12-27,899630.1931932569,110127.55347460508,1009757.7466678619,9757.746667861938
2005-12-28,899630.1931932569,110439.47913259268,1010069.6723258495,10069.672325849533
2005-12-29,899630.1931932569,110318.352689147,1009948.5458824039,9948.54588240385
2005-12-30,899630.1931932569,109669.87906575203,1009300.0722590089,9300.072259008884
2006-01-03,899630.1931932569,111377.31413900852,1011007.5073322654,11007.507332265377
2006-01-04,899630.1931932569,111761.60858869553,1011391.8017819524,11391.801781952381
2006-01-05,899630.1931932569,112018.43101918697,1011648.6242124438,11648.624212443829
2006-01-06,899630.1931932569,112882.15322613716,1012512.346419394,12512.346419394016
2006-01-09,899630.1931932569,113975.26505708694,1013605.4582503438,13605.4582503438
2006-01-10,899630.1931932569,114496.9220483303,1014127.1152415872,14127.115241587162
2006-01-11,899630.1931932569,114905.12844502926,1014535.3216382861,14535.321638286114
2006-01-12,899630.1931932569,114208.98648142815,1013839.179674685,13839.179674685001
2006-01-13,899630.1931932569,113877.00618356466,1013507.1993768215,13507.199376821518
2006-01-17,899630.1931932569,113241.44306242466,1012871.6362556815,12871.636255681515
2006-01-18,899630.1931932569,113023.63548338413,1012653.828676641,12653.828676640987
2006-01-19,899630.1931932569,113637.3573410511,1013267.550534308,13267.550534307957
2006-01-20,899630.1931932569,111723.21918725967,1011353.4123805165,11353.412380516529
2006-01-23,899630.1931932569,111704.9803775549,1011335.1735708117,11335.173570811749
2006-01-24,899630.1931932569,112579.36817318201,1012209.5613664389,12209.561366438866
2006-01-25,899630.1931932569,112201.62855148315,1011831.82174474,11831.82174474001
2006-01-26,899621.3931933045,113718.42696964741,1013339.820162952,13339.820162951946
2006-01-27,899621.3931933045,114144.57937180996,1013765.9725651145,13765.972565114498
2006-01-30,899621.3931933045,114205.75563132763,1013827.1488246322,13827.148824632168
2006-01-31,899621.3931933045,114324.40318703651,1013945.796380341,13945.796380341053
2006-02-01,899621.3931933045,114371.36591136456,1013992.7591046691,13992.759104669094
2006-02-02,899621.3931933045,113429.5317363739,1013050.9249296784,13050.92492967844
2006-02-03,899621.3931933045,113097.38748937845,1012718.780682683,12718.780682682991
2006-02-06,899304.3796053529,113521.65481775999,1012826.0344231129,12826.03442311287
2006-02-07,899304.3796053529,112631.4580449462,1011935.8376502991,11935.837650299072
2006-02-08,899304.3796053529,113358.86307060719,1012663.2426759601,12663.242675960064
2006-02-09,899304.3796053529,113381.01291626692,1012685.3925216198,12685.392521619797
2006-02-10,899304.3796053529,113675.36871373653,1012979.7483190894,12979.748319089413
2006-02-13,899304.3796053529,113291.55434280634,1012595.9339481592,12595.933948159218
2006-02-14,899304.3796053529,114532.4292165041,1013836.808821857,13836.808821856976
2006-02-15,899304.3796053529,115176.74467980862,1014481.1242851615,14481.124285161495
2006-02-16,899304.3796053529,115928.46470713615,1015232.844312489,15232.844312489033
2006-02-17,899304.3796053529,115845.52368551493,1015149.9032908678,15149.903290867805
2006-02-21,899304.3796053529,115464.97831702232,1014769.3579223752,14769.357922375202
2006-02-22,899304.3796053529,116710.38109749556,1016014.7607028484,16014.760702848434
2006-02-23,899304.3796053529,116226.56419813633,1015530.9438034892,15530.943803489208
2006-02-24,899304.3796053529,116652.65908330679,1015957.0386886597,15957.038688659668
2006-02-27,899304.3796053529,116911.14179521799,1016215.5214005709,16215.52140057087
2006-02-28,899304.3796053529,115537.83768236637,1014842.2172877192,14842.21728771925
2006-03-01,899304.3796053529,116688.0241382122,1015992.4037435651,15992.403743565083
2006-03-02,899304.3796053529,116478.17309051752,1015782.5526958704,15782.5526958704
2006-03-03,899304.3796053529,115966.4146322012,1015270.7942375541,15270.794237554073
2006-03-06,899304.3796053529,115325.60885608196,1014629.9884614348,14629.988461434841
2006-03-07,899304.3796053529,114758.37740123272,1014062.7570065856,14062.757006585598
2006-03-08,899304.3796053529,114867.35947519541,1014171.7390805483,14171.739080548286
2006-03-09,899304.3796053529,114313.59381228685,1013617.9734176397,13617.973417639732
2006-03-10,899304.3796053529,115309.09970879555,1014613.4793141484,14613.479314148426
2006-03-13,899304.3796053529,115673.4379196167,1014977.8175249696,14977.817524969578
2006-03-14,899304.3796053529,117250.87364584208,1016555.253251195,16555.253251194954
2006-03-15,899216.840352118,118108.25040280819,1017325.0907549262,17325.090754926205
2006-03-16,899216.840352118,118419.83481019735,1017636.6751623154,17636.67516231537
2006-03-17,899216.840352118,118818.21066111326,1018035.0510132313,18035.051013231277
2006-03-20,899216.840352118,118279.36760485172,1017496.2079569697,17496.207956969738
2006-03-21,899216.840352118,117254.78957951069,1016471.6299316287,16471.629931628704
2006-03-22,899216.840352118,117996.98436290026,1017213.8247150183,17213.824715018272
2006-03-23,899216.840352118,117948.62092405558,1017165.4612761736,17165.46127617359
2006-03-24,899216.840352118,118254.88326400518,1017471.7236161232,17471.7236161232
2006-03-27,899216.840352118,118150.96434265375,1017367.8046947718,17367.804694771767
2006-03-28,899216.840352118,117420.22257775068,1016637.0629298687,16637.062929868698
2006-03-29,899216.840352118,118431.90729260445,1017648.7476447225,17648.74764472246
2006-03-30,899216.840352118,118075.72167098522,1017292.5620231032,17292.562023103237
2006-03-31,899216.840352118,117975.24474233389,1017192.0850944519,17192.085094451904
2006-04-03,899216.840352118,118000.96055150032,1017217.8009036183,17217.800903618336
2006-04-04,899216.840352118,118642.64777243137,1017859.4881245494,17859.48812454939
2006-04-05,899216.840352118,119966.99135094881,1019183.8317030668,19183.831703066826
2006-04-06,899216.840352118,119422.57068514824,1018639.4110372663,18639.411037266254
2006-04-07,899216.840352118,118204.35762882233,1017421.1979809403,17421.197980940342
2006-04-10,899216.840352118,117884.26118671894,1017101.101538837,17101.101538836956
2006-04-11,899216.840352118,116924.64477032423,1016141.4851224422,16141.485122442245
2006-04-12,899216.840352118,116977.1265205741,1016193.9668726921,16193.966872692108
2006-04-13,899216.840352118,116976.6436713934,1016193.4840235114,16193.48402351141
2006-04-17,899216.840352118,116628.70528280735,1015845.5456349254,15845.545634925365
2006-04-18,899216.840352118,119030.25589287281,1018247.0962449908,18247.096244990826
2006-04-19,899216.840352118,119621.38121813536,1018838.2215702534,18838.221570253372
2006-04-20,899216.840352118,119955.02343416214,1019171.8637862802,19171.863786280155
2006-04-21,899216.840352118,119576.96134418249,1018793.8016963005,18793.801696300507
2006-04-24,899216.840352118,119434.26737904549,1018651.1077311635,18651.1077311635
2006-04-25,899216.840352118,118668.7532299757,1017885.5935820937,17885.593582093716
2006-04-26,899216.840352118,118695.91177135706,1017912.7521234751,17912.752123475075
2006-04-27,899216.840352118,118690.70302963257,1017907.5433817506,17907.543381750584
2006-04-28,899216.840352118,118851.0862904787,1018067.9266425967,18067.92664259672
2006-05-01,899216.840352118,118094.17052268982,1017311.0108748078,17311.010874807835
2006-05-02,899216.840352118,118538.0185687542,1017754.8589208722,17754.85892087221
2006-05-03,899216.840352118,118326.77346765995,1017543.613819778,17543.613819777966
2006-05-04,899216.840352118,118752.58252620697,1017969.422878325,17969.422878324986
2006-05-05,899216.840352118,120145.29133319855,1019362.1316853166,19362.131685316563
2006-05-08,899216.840352118,120005.87984263897,1019222.720194757,19222.720194756985
2006-05-09,899216.840352118,119930.38752883673,1019147.2278809547,19147.227880954742
2006-05-10,899216.840352118,120075.28469800949,1019292.1250501275,19292.125050127506
2006-05-11,899216.840352118,118065.81146508455,1017282.6518172026,17282.651817202568
2006-05-12,899216.840352118,116567.32035160065,1015784.1607037187,15784.160703718662
2006-05-15,899216.840352118,116474.75938528776,1015691.5997374058,15691.599737405777
2006-05-16,899216.840352118,116222.18857675791,1015439.0289288759,15439.028928875923
2006-05-17,899216.840352118,113958.54457169771,1013175.3849238157,13175.384923815727
2006-05-18,899216.840352118,113164.75797325373,1012381.5983253717,12381.598325371742
2006-05-19,899216.840352118,113588.72347384691,1012805.5638259649,12805.563825964928
2006-05-22,899216.840352118,112714.10917282104,1011930.9495249391,11930.94952493906
